age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,tenure_days
36,Male,Cork,Individual,Postpay,Essentials,56,24,Yes,Active,71.5,1678,64,No,Yes,22,18,125.9,1,2,Credit Card,Yes,0,218.07,Yes,No,Yes,0.19,4,51.0,0.84,-69,720
43,Male,Dublin,Family,Prepay,Freedom,11,12,Yes,Cancelled,28.4,2961,343,No,Yes,25,6,259.4,3,4,Direct Debit,Yes,2,58.78,No,No,No,0.2,1,41.6,0.95,59,360
20,Male,Galway,Individual,SIM-only,Essentials,91,1,No,Cancelled,90.8,179,182,No,Yes,23,0,33.8,3,5,Credit Card,No,2,208.42,Yes,Yes,No,0.25,2,20.2,0.55,98,30
36,Female,Dublin,Individual,Prepay,Freedom,86,0,Yes,Active,14.9,796,331,No,No,23,8,96.3,0,1,Credit Card,No,2,419.43,No,No,No,0.13,1,68.5,0.34,49,336
37,Male,Galway,Individual,Postpay,Unlimited,78,0,Yes,Active,98.4,1467,9,Yes,Yes,28,12,53.7,0,1,Credit Card,Yes,3,311.54,No,No,Yes,0.56,0,21.7,0.76,-24,67
49,Female,Dublin,Individual,Postpay,Essentials,67,12,Yes,Cancelled,86.7,2024,493,No,No,15,1,123.1,1,3,Debit Card,Yes,4,368.38,No,Yes,No,0.58,2,40.4,0.16,-80,360
24,Female,Other,Business,Postpay,Unlimited,53,0,Yes,Cancelled,70.4,2488,233,No,Yes,14,1,34.4,1,1,Direct Debit,Yes,0,174.55,No,Yes,No,0.19,4,57.9,0.07,49,148
69,Male,Dublin,Individual,Prepay,Essentials,83,1,No,Active,94.2,886,297,No,Yes,7,14,132.9,1,1,Credit Card,Yes,2,472.2,Yes,No,No,0.03,1,37.5,0.79,-67,30
58,Male,Dublin,Individual,Postpay,Freedom,65,12,No,Active,73.6,2468,243,Yes,Yes,25,16,106.8,1,2,Credit Card,Yes,4,354.63,No,No,No,0.07,1,69.2,0.95,37,360
50,Male,Dublin,Individual,Prepay,Freedom,52,12,Yes,Active,23.1,1189,350,No,No,14,12,67.8,4,1,Credit Card,Yes,1,210.9,Yes,No,No,0.58,0,60.9,0.44,-36,360
57,Female,Dublin,Individual,Prepay,Unlimited,98,0,No,Cancelled,47.0,1675,266,No,Yes,24,6,193.0,0,1,Debit Card,Yes,5,213.23,No,No,Yes,0.13,0,66.4,0.16,-36,55
56,Male,Other,Individual,Prepay,Freedom,43,1,Yes,Active,11.8,1519,117,No,Yes,0,8,285.3,0,2,Credit Card,Yes,1,459.34,No,No,No,0.26,3,27.5,0.5,-13,30
35,Female,Other,Family,Prepay,Freedom,39,1,Yes,Active,42.0,2515,143,Yes,No,27,11,62.9,1,1,Credit Card,Yes,0,288.2,No,No,No,0.15,3,39.9,0.39,-34,30
57,Male,Dublin,Business,SIM-only,Essentials,80,12,Yes,Active,75.5,2760,380,No,No,16,2,213.8,2,1,Credit Card,Yes,2,353.19,No,Yes,No,0.65,0,60.7,0.37,-58,360
18,Female,Cork,Individual,SIM-only,Essentials,79,24,Yes,Active,41.7,2432,200,Yes,Yes,29,14,223.0,1,3,Debit Card,Yes,1,208.52,Yes,No,No,0.18,3,65.1,0.63,14,720
28,Male,Galway,Individual,Prepay,Unlimited,64,0,Yes,Active,36.4,2361,238,Yes,Yes,14,6,149.9,3,1,Direct Debit,Yes,5,111.85,No,No,Yes,0.22,1,68.0,0.17,68,35
45,Male,Other,Family,Postpay,Freedom,76,24,No,Active,61.6,770,333,Yes,No,13,0,269.4,2,1,Debit Card,Yes,4,361.78,Yes,Yes,No,0.36,0,63.4,0.38,40,720
42,Female,Cork,Family,Prepay,Freedom,22,12,Yes,Cancelled,87.9,1278,402,No,No,13,13,290.0,3,3,Credit Card,Yes,4,303.91,No,No,No,0.18,2,52.9,0.87,17,360
67,Female,Dublin,Individual,Postpay,Freedom,12,12,No,Active,9.5,958,414,Yes,Yes,9,18,109.3,2,2,Credit Card,Yes,1,250.67,No,No,No,0.13,0,2.7,0.73,-97,360
40,Male,Cork,Individual,Postpay,Freedom,35,12,No,Active,41.6,916,456,No,No,1,15,195.7,3,1,Credit Card,No,2,312.01,Yes,No,No,0.22,4,23.4,0.06,-78,360
48,Female,Galway,Individual,SIM-only,Unlimited,66,1,Yes,Active,20.0,2070,483,No,Yes,26,9,199.0,1,5,Credit Card,Yes,5,104.14,Yes,Yes,No,0.69,4,10.2,0.51,-31,30
47,Female,Dublin,Family,Postpay,Freedom,33,0,Yes,Active,71.1,1781,436,No,No,5,0,121.7,1,2,Debit Card,Yes,0,396.97,Yes,No,No,0.22,0,12.0,0.09,61,303
59,Female,Galway,Family,Postpay,Freedom,62,12,Yes,Active,15.0,338,486,No,Yes,29,4,95.7,2,2,Credit Card,Yes,2,474.08,No,No,No,0.28,2,21.7,0.96,-60,360
52,Female,Dublin,Individual,Prepay,Unlimited,79,12,No,Active,68.2,1516,245,No,Yes,16,2,280.2,3,1,Credit Card,Yes,3,445.55,Yes,No,No,0.3,0,6.3,0.24,45,360
24,Male,Galway,Individual,SIM-only,Essentials,52,12,Yes,Active,32.2,2870,345,No,Yes,4,16,237.2,4,3,Debit Card,No,1,160.72,No,No,No,0.18,2,18.3,0.93,19,360
33,Male,Dublin,Business,Prepay,Essentials,69,1,Yes,Active,23.9,2413,7,No,No,4,17,35.2,2,2,Debit Card,Yes,3,203.0,No,Yes,No,0.07,1,68.9,0.83,-11,30
43,Male,Cork,Family,Postpay,Freedom,67,24,Yes,Active,94.0,1395,151,No,No,14,18,36.8,2,3,Debit Card,Yes,1,404.2,Yes,No,Yes,0.31,1,23.1,0.55,60,720
65,Female,Cork,Business,Postpay,Essentials,58,12,Yes,Active,6.8,914,391,Yes,Yes,14,17,276.8,0,5,Direct Debit,Yes,0,297.56,No,No,No,0.08,2,12.3,0.34,52,360
69,Female,Galway,Family,Postpay,Freedom,51,0,Yes,Active,46.6,1853,210,Yes,Yes,19,15,25.3,2,3,Debit Card,Yes,2,273.96,No,Yes,No,0.29,3,52.0,0.86,-49,262
66,Male,Dublin,Individual,Prepay,Unlimited,85,1,Yes,Active,7.1,474,366,No,Yes,10,1,206.8,4,4,Debit Card,Yes,5,463.32,Yes,Yes,No,0.54,1,59.8,0.15,44,30
19,Male,Cork,Individual,SIM-only,Freedom,75,12,Yes,Active,50.9,1446,431,No,No,4,14,68.8,1,3,Debit Card,No,2,268.01,No,Yes,No,0.45,4,23.3,0.18,-50,360
18,Female,Cork,Individual,Prepay,Freedom,20,12,Yes,Active,52.6,1379,157,No,No,27,12,11.5,3,2,Credit Card,Yes,1,257.47,Yes,No,Yes,0.43,0,20.8,0.22,30,360
65,Other,Cork,Individual,Postpay,Unlimited,99,1,Yes,Active,35.6,1483,57,No,No,0,12,18.8,0,3,Credit Card,Yes,4,21.01,Yes,No,No,0.15,3,18.2,0.6,-46,30
29,Female,Galway,Individual,Prepay,Freedom,27,24,Yes,Active,17.6,2074,85,No,Yes,10,15,112.7,3,3,Direct Debit,Yes,3,34.71,No,No,Yes,0.1,4,28.9,0.31,83,720
22,Male,Galway,Family,Prepay,Freedom,94,1,Yes,Active,40.8,2989,54,No,No,10,7,24.2,1,4,Direct Debit,No,5,3.71,No,No,Yes,0.04,0,7.2,0.99,18,30
54,Male,Other,Individual,Postpay,Freedom,61,1,Yes,Active,68.9,2849,200,Yes,Yes,5,10,179.4,2,4,Debit Card,Yes,5,456.62,No,No,No,0.17,4,48.5,0.2,12,30
49,Male,Dublin,Family,Postpay,Unlimited,55,24,Yes,Active,79.3,800,121,No,Yes,22,7,194.5,4,1,Debit Card,Yes,2,204.19,No,No,No,0.47,3,59.4,0.81,-66,720
26,Female,Other,Individual,Prepay,Freedom,53,24,Yes,Active,55.4,2907,445,No,Yes,7,9,112.7,0,2,Credit Card,Yes,2,234.28,No,Yes,No,0.35,2,48.1,0.1,-33,720
58,Male,Cork,Business,Prepay,Freedom,31,12,Yes,Active,61.0,1246,107,No,Yes,1,0,223.1,4,1,Debit Card,Yes,1,422.69,Yes,No,Yes,0.53,0,30.9,0.35,86,360
52,Female,Dublin,Individual,Postpay,Unlimited,62,24,Yes,Active,24.1,863,303,No,No,14,11,147.5,4,4,Direct Debit,Yes,4,304.62,Yes,Yes,No,0.14,4,21.5,0.24,-9,720
36,Male,Dublin,Individual,Postpay,Freedom,68,0,Yes,Active,32.3,2737,131,No,No,22,8,129.6,4,3,Direct Debit,No,3,304.75,Yes,No,No,0.1,4,30.1,0.98,-42,143
65,Female,Dublin,Individual,Postpay,Freedom,39,24,Yes,Active,20.4,1171,420,No,Yes,21,4,122.7,4,4,Credit Card,Yes,4,148.27,No,No,Yes,0.03,3,31.1,0.03,-88,720
33,Female,Galway,Individual,Prepay,Unlimited,17,1,Yes,Active,28.7,738,391,No,Yes,8,8,129.9,1,5,Credit Card,Yes,5,416.95,No,No,No,0.21,3,48.3,0.72,-39,30
20,Female,Galway,Family,Prepay,Freedom,66,0,No,Active,26.4,1374,384,No,Yes,14,15,290.4,4,3,Credit Card,No,4,82.91,Yes,No,Yes,0.08,3,66.9,0.25,-7,163
37,Male,Galway,Family,Prepay,Freedom,82,1,No,Active,54.3,2462,475,No,Yes,7,17,204.7,4,1,Credit Card,Yes,1,26.57,Yes,No,No,0.39,2,6.0,0.81,74,30
41,Male,Cork,Individual,Prepay,Unlimited,29,1,No,Active,58.5,981,197,No,Yes,29,7,95.2,1,3,Credit Card,Yes,4,95.8,No,No,No,0.13,1,68.7,0.31,-98,30
50,Male,Cork,Individual,Postpay,Freedom,34,1,No,Active,94.8,2476,46,No,Yes,15,10,220.4,3,5,Debit Card,Yes,3,133.87,Yes,No,No,0.3,4,65.6,0.19,-80,30
41,Female,Dublin,Individual,Postpay,Freedom,28,1,Yes,Active,23.6,2088,227,Yes,No,26,19,99.7,1,4,Credit Card,No,5,141.16,No,No,No,0.23,2,9.4,0.69,3,30
69,Female,Dublin,Individual,Prepay,Unlimited,14,0,Yes,Active,66.0,2952,244,No,No,13,18,38.6,2,2,Debit Card,Yes,0,335.26,No,No,No,0.06,4,14.0,0.26,-36,342
28,Female,Cork,Business,Prepay,Unlimited,84,1,Yes,Cancelled,82.6,1011,202,No,No,14,3,143.1,1,2,Debit Card,Yes,5,108.91,No,No,No,0.14,2,23.1,0.49,45,30
66,Female,Dublin,Family,Prepay,Freedom,88,12,Yes,Active,58.2,2750,260,No,No,19,19,225.6,3,2,Direct Debit,Yes,0,338.33,Yes,No,No,0.4,0,40.7,0.13,-88,360
25,Female,Dublin,Individual,Postpay,Essentials,81,1,Yes,Active,29.2,2126,177,No,No,29,9,113.9,2,4,Direct Debit,Yes,3,45.57,No,Yes,No,0.19,1,10.5,0.72,98,30
53,Male,Cork,Family,SIM-only,Freedom,92,1,No,Active,29.9,716,23,No,Yes,12,12,260.9,2,2,Debit Card,Yes,5,73.6,Yes,No,No,0.05,4,15.2,0.41,-24,30
55,Female,Galway,Individual,Prepay,Freedom,96,12,Yes,Active,8.7,1807,174,No,No,8,19,116.7,0,5,Debit Card,No,5,254.41,No,No,No,0.09,3,65.1,0.14,8,360
57,Male,Other,Business,Prepay,Freedom,36,24,Yes,Active,34.0,2591,273,No,Yes,0,13,105.6,4,4,Credit Card,Yes,5,460.95,Yes,No,Yes,0.26,1,8.8,0.74,-5,720
37,Male,Other,Individual,Postpay,Freedom,49,12,Yes,Active,75.7,1473,339,No,No,26,1,299.5,2,2,Direct Debit,Yes,5,429.78,No,No,Yes,0.24,4,29.3,0.1,-8,360
52,Female,Galway,Family,SIM-only,Freedom,35,1,Yes,Active,9.5,2521,411,No,Yes,5,3,145.3,2,1,Credit Card,Yes,1,484.38,No,No,No,0.2,0,55.2,0.57,-56,30
65,Male,Cork,Family,Postpay,Freedom,36,12,Yes,Active,25.8,1165,460,No,No,7,6,241.8,3,4,Direct Debit,Yes,2,325.24,Yes,No,Yes,0.29,4,64.1,0.61,-39,360
42,Male,Galway,Individual,Prepay,Essentials,71,0,No,Active,72.1,2341,260,No,Yes,26,18,241.7,2,4,Credit Card,Yes,5,337.91,No,No,No,0.12,4,24.9,0.93,-71,207
52,Female,Galway,Family,Prepay,Freedom,92,0,Yes,Active,79.4,609,285,No,Yes,26,16,278.0,3,3,Credit Card,Yes,1,312.51,No,No,No,0.34,4,12.7,0.15,-87,54
42,Male,Dublin,Individual,Postpay,Freedom,59,1,No,Cancelled,48.3,2183,0,No,Yes,19,15,26.4,4,2,Credit Card,Yes,3,311.41,Yes,No,No,0.43,1,53.3,0.65,80,30
46,Female,Cork,Individual,Prepay,Essentials,51,24,Yes,Active,71.3,2531,85,No,Yes,17,12,82.1,0,1,Debit Card,No,5,73.56,Yes,No,No,0.47,4,55.9,0.38,-91,720
35,Male,Other,Individual,Prepay,Essentials,38,1,No,Active,41.9,1812,337,Yes,No,26,17,230.6,0,5,Credit Card,No,4,271.87,No,No,No,0.13,3,70.6,0.4,99,30
63,Male,Dublin,Business,Postpay,Freedom,48,0,Yes,Active,20.2,1335,429,Yes,Yes,17,11,169.2,4,4,Debit Card,Yes,5,193.03,No,No,Yes,0.33,2,10.9,0.5,58,77
35,Male,Cork,Family,Prepay,Freedom,69,0,Yes,Active,42.8,2861,68,Yes,Yes,25,0,168.3,4,5,Direct Debit,Yes,5,221.27,No,No,No,0.13,3,51.4,0.23,-95,309
19,Male,Cork,Family,Postpay,Essentials,50,24,Yes,Active,60.1,554,30,No,No,16,14,50.7,1,5,Credit Card,Yes,0,261.8,No,No,No,0.5,0,30.6,0.46,18,720
52,Female,Dublin,Family,Prepay,Unlimited,42,12,No,Active,95.1,1655,197,Yes,No,20,2,85.1,2,5,Debit Card,No,4,64.2,No,No,Yes,0.39,1,65.9,0.69,-82,360
33,Male,Dublin,Individual,Prepay,Freedom,92,1,No,Active,11.5,1755,90,Yes,Yes,15,5,156.9,2,3,Credit Card,Yes,5,179.74,No,No,Yes,0.06,2,30.0,0.46,-89,30
58,Female,Dublin,Business,Postpay,Unlimited,92,12,Yes,Active,53.2,45,439,Yes,Yes,12,13,83.9,2,5,Debit Card,Yes,5,31.72,No,No,Yes,0.24,1,32.7,0.04,16,360
53,Male,Dublin,Individual,Prepay,Freedom,25,12,Yes,Active,36.2,1259,472,No,Yes,21,5,63.9,3,2,Debit Card,Yes,5,489.83,Yes,No,Yes,0.38,1,10.0,0.26,91,360
50,Female,Dublin,Individual,SIM-only,Freedom,32,12,No,Active,53.3,1071,348,Yes,No,3,0,27.2,1,2,Credit Card,Yes,1,59.26,No,Yes,Yes,0.36,4,23.8,0.35,2,360
21,Female,Other,Individual,Postpay,Unlimited,16,1,Yes,Active,7.3,2245,382,No,No,3,19,47.6,2,1,Direct Debit,Yes,3,129.26,Yes,No,No,0.14,3,29.5,0.35,13,30
50,Female,Dublin,Family,Prepay,Freedom,35,24,Yes,Active,34.7,2131,411,Yes,No,20,5,230.9,3,1,Debit Card,Yes,0,445.65,Yes,No,No,0.1,2,2.2,0.08,-19,720
31,Male,Cork,Family,Postpay,Freedom,21,1,Yes,Active,82.9,542,15,No,Yes,13,7,215.9,3,5,Direct Debit,Yes,5,241.36,No,No,No,0.25,4,32.1,0.45,82,30
38,Male,Dublin,Individual,Prepay,Essentials,81,12,Yes,Active,57.6,1451,309,No,Yes,4,14,14.7,0,5,Debit Card,Yes,3,67.82,No,No,Yes,0.3,2,24.9,0.69,94,360
65,Male,Other,Individual,SIM-only,Freedom,14,0,No,Active,47.8,2118,436,No,Yes,15,13,61.8,3,3,Direct Debit,Yes,0,192.12,Yes,No,No,0.1,3,58.1,0.05,-92,330
37,Female,Dublin,Family,Prepay,Essentials,78,1,No,Active,32.1,2567,395,No,No,13,15,168.6,4,5,Credit Card,Yes,0,57.93,Yes,No,No,0.09,4,8.6,0.75,33,30
25,Male,Cork,Individual,Postpay,Essentials,58,1,Yes,Active,33.3,1992,275,No,Yes,29,19,97.5,3,5,Credit Card,Yes,0,100.11,No,No,No,0.41,2,55.0,0.96,28,30
24,Female,Other,Family,Prepay,Essentials,35,12,Yes,Active,41.4,2945,337,No,Yes,13,15,247.2,4,5,Credit Card,Yes,5,26.01,No,No,No,0.13,4,51.7,0.01,69,360
20,Female,Other,Business,Postpay,Essentials,14,0,No,Active,84.4,912,161,No,Yes,13,18,235.7,4,4,Direct Debit,No,1,219.11,No,No,No,0.71,1,18.2,0.19,-8,328
34,Male,Dublin,Individual,Postpay,Unlimited,31,12,Yes,Active,96.9,1068,436,No,Yes,24,0,267.6,0,4,Credit Card,Yes,5,403.32,No,No,No,0.4,0,6.9,0.54,82,360
50,Female,Other,Individual,Postpay,Essentials,88,1,No,Active,46.7,2340,191,Yes,No,23,3,169.3,0,3,Direct Debit,Yes,5,292.98,Yes,No,No,0.14,2,60.8,0.22,76,30
65,Male,Cork,Family,Prepay,Freedom,22,12,Yes,Active,42.4,2985,150,No,Yes,24,9,106.3,3,3,Credit Card,Yes,3,303.17,Yes,No,Yes,0.25,3,18.7,0.76,-2,360
29,Male,Cork,Family,Prepay,Unlimited,37,24,Yes,Active,85.4,811,364,Yes,Yes,28,19,182.2,0,2,Credit Card,Yes,2,100.29,Yes,No,No,0.2,2,11.3,0.31,-2,720
68,Female,Dublin,Individual,Postpay,Freedom,42,12,No,Active,45.6,1488,410,No,Yes,13,17,27.7,0,3,Credit Card,Yes,2,171.95,Yes,Yes,No,0.21,0,26.5,0.29,-71,360
39,Female,Dublin,Business,SIM-only,Essentials,32,12,Yes,Active,57.4,1908,112,No,No,18,1,3.9,2,2,Debit Card,Yes,2,422.62,No,No,Yes,0.17,2,29.5,0.0,-66,360
39,Female,Galway,Individual,Prepay,Freedom,27,12,Yes,Cancelled,26.9,1573,272,No,Yes,29,3,6.1,3,5,Direct Debit,Yes,3,43.93,Yes,No,No,0.69,2,24.2,0.27,-38,360
63,Male,Cork,Individual,Postpay,Freedom,39,1,Yes,Active,75.6,866,175,No,Yes,2,14,122.9,3,3,Credit Card,Yes,4,428.97,Yes,No,No,0.28,2,70.3,0.22,49,30
47,Male,Cork,Family,Prepay,Freedom,35,24,Yes,Active,55.5,2427,148,No,Yes,16,3,69.2,3,3,Debit Card,Yes,3,241.85,No,Yes,No,0.08,3,63.5,0.34,70,720
55,Female,Galway,Family,Postpay,Freedom,25,1,Yes,Active,81.9,1766,177,No,Yes,13,15,48.0,0,3,Credit Card,Yes,0,418.57,No,No,Yes,0.05,0,63.0,0.15,-73,30
55,Female,Galway,Individual,Prepay,Unlimited,86,12,No,Cancelled,79.2,2309,423,No,No,9,14,185.0,0,2,Debit Card,Yes,5,159.0,No,No,Yes,0.4,0,29.3,0.59,45,360
62,Female,Dublin,Family,Prepay,Freedom,48,12,No,Active,25.4,579,381,Yes,Yes,12,17,298.5,4,2,Credit Card,Yes,4,169.42,No,No,No,0.69,3,69.4,0.24,-69,360
68,Male,Galway,Individual,Postpay,Freedom,42,1,Yes,Active,73.0,2404,222,No,No,21,6,54.1,1,1,Credit Card,Yes,0,375.8,Yes,No,No,0.53,2,49.6,0.83,-32,30
25,Female,Dublin,Individual,Prepay,Freedom,35,1,Yes,Active,81.0,1442,258,No,Yes,3,14,164.4,1,2,Debit Card,No,5,392.5,No,No,No,0.34,2,60.1,0.28,81,30
44,Male,Galway,Individual,Postpay,Essentials,57,1,Yes,Active,37.9,697,272,No,No,10,10,36.8,1,2,Debit Card,Yes,5,114.82,Yes,No,No,0.13,0,36.6,0.21,61,30
44,Male,Galway,Family,Postpay,Unlimited,74,24,Yes,Active,21.4,1976,188,No,No,14,18,280.3,2,4,Credit Card,Yes,0,486.44,No,No,No,0.18,2,12.4,0.06,58,720
51,Female,Other,Individual,Prepay,Essentials,47,24,Yes,Active,5.3,2490,305,Yes,Yes,14,7,88.2,0,3,Credit Card,Yes,3,42.25,No,No,No,0.15,1,64.0,0.74,9,720
38,Male,Dublin,Individual,Prepay,Freedom,11,12,No,Active,47.8,725,377,Yes,No,29,0,263.6,4,2,Debit Card,Yes,2,34.25,No,No,No,0.28,2,35.5,0.51,-4,360
47,Female,Dublin,Individual,Postpay,Unlimited,15,12,Yes,Active,38.5,285,89,No,Yes,23,2,85.6,4,3,Direct Debit,Yes,4,297.75,No,No,No,0.34,2,69.8,0.11,31,360
50,Male,Dublin,Family,Prepay,Freedom,55,24,No,Active,57.7,1891,342,No,Yes,1,4,242.0,1,3,Direct Debit,Yes,5,361.37,No,No,No,0.58,4,19.1,0.22,41,720
45,Male,Dublin,Individual,Postpay,Freedom,59,0,Yes,Active,22.9,569,261,No,Yes,10,17,63.6,2,4,Direct Debit,Yes,1,480.44,No,No,Yes,0.06,0,71.5,1.0,-86,101
64,Female,Dublin,Family,Postpay,Freedom,47,1,Yes,Active,86.7,2887,155,No,Yes,1,11,88.5,2,3,Direct Debit,No,5,202.47,Yes,No,No,0.2,0,16.8,0.81,87,30
50,Female,Other,Individual,Postpay,Unlimited,97,12,Yes,Active,29.5,1964,199,No,No,22,11,58.6,1,2,Credit Card,No,2,12.65,No,No,No,0.14,1,27.1,0.35,-81,360
22,Female,Dublin,Individual,Prepay,Freedom,27,24,Yes,Active,26.5,1513,54,Yes,Yes,28,18,80.0,1,3,Credit Card,Yes,5,301.45,Yes,No,No,0.25,1,43.2,0.54,-81,720
65,Female,Dublin,Individual,Prepay,Unlimited,36,24,Yes,Cancelled,50.7,497,253,Yes,No,4,8,250.6,0,1,Credit Card,Yes,1,144.85,No,No,No,0.31,1,50.2,0.42,76,720
36,Female,Galway,Family,Prepay,Essentials,50,1,No,Active,52.4,1917,441,Yes,Yes,12,10,192.1,2,1,Credit Card,Yes,3,216.47,Yes,No,No,0.51,0,52.1,0.04,-2,30
21,Female,Cork,Business,Prepay,Freedom,81,0,Yes,Active,25.4,704,172,No,Yes,0,16,122.4,4,4,Debit Card,Yes,5,244.23,Yes,Yes,No,0.32,4,34.8,0.78,-33,230
52,Female,Galway,Individual,Postpay,Unlimited,83,1,No,Active,30.8,1356,199,Yes,No,6,15,291.5,1,2,Direct Debit,No,4,32.26,No,No,No,0.32,4,6.5,0.72,-83,30
66,Male,Dublin,Individual,Postpay,Essentials,26,1,Yes,Cancelled,21.1,561,402,No,No,6,3,140.0,0,4,Credit Card,Yes,3,242.99,Yes,No,No,0.58,3,36.2,0.41,51,30
34,Female,Cork,Individual,Prepay,Freedom,71,1,No,Active,73.3,1998,101,No,No,9,9,291.0,4,1,Debit Card,No,1,213.16,No,No,Yes,0.36,0,24.8,0.85,54,30
61,Male,Dublin,Individual,Prepay,Essentials,38,12,Yes,Active,78.2,31,284,No,No,5,14,59.8,2,2,Debit Card,Yes,0,356.27,Yes,No,Yes,0.23,3,47.7,0.53,-68,360
45,Other,Dublin,Individual,Prepay,Freedom,67,0,No,Active,48.9,42,150,Yes,No,19,18,271.5,1,3,Debit Card,Yes,5,322.83,No,No,No,0.18,2,13.9,0.07,24,355
47,Female,Other,Individual,Postpay,Freedom,79,24,Yes,Active,72.8,1916,110,Yes,Yes,11,2,5.1,1,2,Credit Card,Yes,3,92.61,No,No,No,0.11,1,29.0,0.26,-37,720
46,Male,Dublin,Individual,Prepay,Freedom,87,1,No,Active,74.9,1374,415,No,No,12,4,164.0,0,5,Debit Card,Yes,5,103.07,No,Yes,No,0.4,3,69.6,0.46,52,30
63,Female,Cork,Individual,Postpay,Essentials,31,12,No,Cancelled,18.1,1845,265,No,Yes,23,10,127.5,0,2,Credit Card,Yes,4,125.5,Yes,No,No,0.26,3,7.3,0.1,-32,360
23,Female,Cork,Individual,Prepay,Essentials,15,0,Yes,Active,96.8,558,90,No,Yes,27,4,158.0,2,3,Direct Debit,Yes,5,89.48,Yes,No,Yes,0.21,0,43.8,0.57,45,62
52,Male,Dublin,Family,Postpay,Essentials,35,1,Yes,Active,83.0,2317,176,No,Yes,10,6,166.5,1,5,Direct Debit,Yes,3,328.61,No,No,No,0.33,1,7.4,0.12,-56,30
58,Female,Other,Individual,Postpay,Freedom,48,0,Yes,Active,24.4,1436,448,No,Yes,17,5,117.3,0,4,Credit Card,Yes,2,497.22,Yes,No,No,0.43,1,12.1,0.2,9,126
54,Female,Dublin,Individual,Prepay,Freedom,21,24,No,Active,22.7,942,230,No,Yes,1,12,299.5,1,2,Credit Card,Yes,3,326.05,Yes,No,Yes,0.34,4,44.0,0.89,-81,720
41,Male,Galway,Family,Prepay,Unlimited,23,24,Yes,Active,16.9,1598,28,No,No,15,1,293.0,2,4,Debit Card,Yes,1,303.34,No,No,Yes,0.33,3,32.5,1.0,-66,720
46,Female,Other,Individual,Postpay,Freedom,31,1,Yes,Active,18.1,1370,442,No,No,1,18,288.6,1,2,Credit Card,Yes,3,204.96,No,No,No,0.18,4,39.9,0.55,33,30
66,Male,Cork,Individual,Prepay,Freedom,60,1,Yes,Active,76.1,1928,300,No,Yes,18,10,293.7,4,1,Credit Card,Yes,4,156.29,Yes,No,No,0.54,3,63.5,0.62,-10,30
63,Female,Other,Individual,Postpay,Unlimited,32,24,Yes,Active,49.6,1636,194,No,Yes,5,19,238.1,1,1,Direct Debit,Yes,3,455.54,Yes,No,Yes,0.17,0,59.0,0.8,-92,720
48,Other,Dublin,Individual,Postpay,Freedom,57,1,No,Active,79.4,2084,306,No,Yes,0,4,296.6,3,3,Credit Card,Yes,3,484.5,Yes,No,No,0.28,0,64.0,0.7,79,30
52,Female,Cork,Individual,Postpay,Unlimited,80,0,Yes,Active,75.9,91,238,No,Yes,10,8,267.8,3,1,Credit Card,Yes,4,248.39,No,No,No,0.31,2,44.8,0.18,55,74
50,Male,Dublin,Individual,Postpay,Freedom,59,12,Yes,Cancelled,62.4,1843,356,No,No,17,5,125.4,2,5,Debit Card,Yes,3,145.1,Yes,No,No,0.5,3,35.8,0.41,-82,360
69,Female,Galway,Business,Prepay,Essentials,98,24,No,Active,70.2,184,478,No,Yes,9,16,235.6,2,5,Credit Card,Yes,4,385.06,No,Yes,No,0.22,3,33.6,0.54,2,720
38,Female,Other,Individual,Prepay,Essentials,22,0,Yes,Active,6.7,727,383,No,Yes,17,18,273.7,2,2,Credit Card,Yes,1,66.23,Yes,No,No,0.43,1,53.5,0.36,-16,292
49,Male,Dublin,Individual,Postpay,Freedom,94,1,Yes,Active,34.6,1051,266,No,No,29,7,214.1,4,4,Debit Card,Yes,4,382.79,Yes,No,Yes,0.09,1,38.0,0.18,-38,30
40,Female,Galway,Individual,Prepay,Essentials,19,24,Yes,Active,65.6,1571,213,Yes,No,27,6,127.4,4,5,Credit Card,Yes,1,409.47,No,No,Yes,0.04,4,8.5,0.74,-6,720
50,Male,Dublin,Individual,Postpay,Freedom,64,0,Yes,Active,5.9,2419,81,Yes,No,0,4,20.7,1,2,Debit Card,Yes,1,62.45,Yes,Yes,No,0.4,2,11.1,0.2,34,99
20,Female,Cork,Individual,Prepay,Freedom,18,0,Yes,Active,8.1,831,127,Yes,No,18,14,243.1,0,4,Direct Debit,Yes,4,488.43,No,No,No,0.28,0,26.4,0.26,-64,330
35,Male,Cork,Family,Prepay,Freedom,88,12,No,Active,85.9,344,482,No,Yes,15,9,285.9,3,1,Direct Debit,Yes,3,492.76,No,No,No,0.09,3,5.8,0.29,-12,360
42,Male,Other,Individual,SIM-only,Freedom,61,24,Yes,Active,70.0,1442,261,No,Yes,25,15,109.4,3,2,Credit Card,Yes,5,468.36,Yes,No,No,0.23,4,18.0,0.16,-9,720
